,,,,,,,,,,% of FGA by Distance,,,,,,FG% by Distance,,,,,,% of FG Ast'd,,Dunks,,Corner 3s,,Heaves,,
104,Luke Kennard,25,LAC,SG,70,13,1919,0.449,20.8,0.338,0.05,0.086,0.121,0.081,0.662,0.449,0.625,0.455,0.416,0.385,0.449,0.66,0.916,0,0,0.142,0.467,0,0,6MOY-5
105,Kevin Porter Jr.,21,HOU,PG,61,61,1907,0.415,16.5,0.489,0.203,0.157,0.058,0.071,0.511,0.456,0.646,0.291,0.362,0.351,0.375,0.267,0.516,0.052,34,0.107,0.477,0,0,
106,Reggie Bullock,30,DAL,SF,68,37,1902,0.401,20.9,0.218,0.096,0.048,0.032,0.042,0.782,0.55,0.688,0.292,0.688,0.429,0.36,0.767,0.986,0.004,2,0.446,0.406,0,0,
107,Ja Morant,22,MEM,PG,57,57,1889,0.493,10.3,0.782,0.332,0.291,0.135,0.025,0.218,0.534,0.706,0.433,0.384,0.241,0.344,0.248,0.511,0.057,58,0.09,0.391,3,0,"MVP-7,MIP-1,AS,NBA2"
108,Jae Crowder,31,PHO,PF,67,67,1886,0.399,20.8,0.329,0.059,0.094,0.079,0.097,0.671,0.503,0.656,0.431,0.488,0.491,0.348,0.822,0.929,0.004,2,0.214,0.423,2,0,
109,Jarred Vanderbilt,22,MIN,PF,74,67,1880,0.587,3.1,0.961,0.726,0.211,0.022,0.003,0.039,0.605,0.71,0.289,0.25,0,0.143,0.69,1,0.343,117,0.643,0.222,0,0,
110,Lauri Markkanen,24,CLE,SF,61,61,1878,0.445,16.5,0.459,0.226,0.144,0.061,0.028,0.541,0.548,0.679,0.446,0.326,0.5,0.358,0.684,0.993,0.081,52,0.2,0.342,0,0,
111,Grant Williams,23,BOS,PF,77,21,1875,0.475,16.6,0.403,0.185,0.169,0.035,0.014,0.597,0.569,0.75,0.493,0.133,0.167,0.411,0.717,0.991,0.032,11,0.481,0.468,0,0,
112,Brandon Ingram,24,NOP,SF,55,55,1869,0.461,14.6,0.77,0.14,0.152,0.249,0.229,0.23,0.501,0.681,0.436,0.506,0.427,0.327,0.401,0.892,0.045,39,0.133,0.4,3,1,
113,Cody Martin,26,CHO,SF,71,11,1866,0.482,12.1,0.624,0.39,0.137,0.045,0.052,0.376,0.542,0.679,0.345,0.316,0.227,0.384,0.636,0.885,0.092,34,0.597,0.379,1,0,
114,Ivica Zubac,24,LAC,C,76,76,1852,0.626,3.4,1,0.58,0.382,0.032,0.006,0,0.626,0.714,0.508,0.5,0.333,,0.719,,0.248,110,,,0,0,
115,Wendell Carter Jr.,22,ORL,PF,62,61,1852,0.525,12.1,0.687,0.327,0.202,0.101,0.057,0.313,0.615,0.781,0.457,0.478,0.462,0.327,0.609,1,0.143,90,0.103,0.364,1,0,
116,Jeff Green,35,DEN,PF,75,63,1849,0.524,11.3,0.682,0.342,0.233,0.078,0.03,0.318,0.62,0.79,0.496,0.415,0.188,0.315,0.821,0.981,0.153,74,0.548,0.315,2,0,
117,Mitchell Robinson,23,NYK,C,72,62,1848,0.761,1.2,1,0.918,0.082,0,0,0,0.761,0.781,0.536,,,,0.517,,0.583,178,,,0,0,
118,Bogdan Bogdanović,29,ATL,SG,63,27,1848,0.431,18.6,0.422,0.113,0.115,0.108,0.086,0.578,0.516,0.622,0.44,0.523,0.471,0.368,0.382,0.793,0.005,3,0.231,0.453,3,0,6MOY-6
119,Dennis Schröder,28,2TM,PG,64,29,1837,0.431,15,0.655,0.169,0.228,0.126,0.133,0.345,0.477,0.639,0.442,0.374,0.427,0.344,0.265,0.721,0,0,0.112,0.357,1,0,
119,Dennis Schröder,28,BOS,PG,49,25,1433,0.44,14.5,0.671,0.163,0.24,0.132,0.137,0.329,0.485,0.653,0.471,0.403,0.388,0.349,0.289,0.731,0,0,0.125,0.375,1,0,
119,Dennis Schröder,28,HOU,PG,15,4,404,0.393,15.6,0.586,0.193,0.179,0.1,0.114,0.414,0.439,0.593,0.28,0.214,0.625,0.328,0.139,0.684,0,0,0.069,0.25,0,0,
120,Bam Adebayo,24,MIA,C,56,56,1825,0.557,7,0.992,0.395,0.309,0.2,0.088,0.008,0.562,0.771,0.467,0.404,0.313,0,0.608,,0.181,119,0,,2,0,"DPOY-4,DEF2"
121,Mo Bamba,23,ORL,C,71,69,1824,0.48,14.3,0.545,0.285,0.157,0.045,0.057,0.455,0.563,0.727,0.433,0.286,0.314,0.381,0.566,0.991,0.159,85,0.27,0.303,0,0,
122,Isaiah Stewart,20,DET,C,71,71,1816,0.51,5.6,0.906,0.584,0.243,0.039,0.041,0.094,0.529,0.591,0.445,0.158,0.5,0.326,0.689,0.933,0.061,28,0.087,0,0,0,
123,Jarrett Allen,23,CLE,C,56,56,1809,0.677,3.8,0.982,0.624,0.294,0.046,0.018,0.018,0.688,0.809,0.469,0.48,0.6,0.1,0.734,0,0.343,164,0.6,0,0,0,AS
124,Grayson Allen,26,MIL,SG,66,61,1805,0.448,19.2,0.316,0.158,0.097,0.047,0.014,0.684,0.533,0.678,0.4,0.37,0.375,0.409,0.646,0.912,0.023,10,0.26,0.455,0,0,
125,Robert Williams,24,BOS,C,61,61,1804,0.736,2.4,0.997,0.772,0.198,0.014,0.014,0.003,0.738,0.792,0.589,0.2,0.4,0,0.694,,0.47,157,0,,0,0,"DPOY-7,DEF2"
126,Jaden McDaniels,21,MIN,PF,70,31,1803,0.46,13.8,0.545,0.283,0.179,0.054,0.029,0.455,0.579,0.726,0.364,0.533,0.563,0.317,0.72,0.988,0.101,46,0.496,0.36,1,0,
127,Immanuel Quickley,22,NYK,PG,78,3,1802,0.392,18.4,0.453,0.09,0.167,0.13,0.066,0.547,0.448,0.631,0.421,0.404,0.354,0.346,0.299,0.526,0.004,2,0.104,0.39,0,0,6MOY-10
128,Corey Kispert,22,WAS,SF,77,36,1801,0.455,18.1,0.377,0.167,0.132,0.045,0.033,0.623,0.629,0.791,0.515,0.565,0.353,0.35,0.803,0.982,0.025,12,0.325,0.423,0,0,
129,Dwight Powell,30,DAL,C,82,71,1798,0.671,4.6,0.908,0.708,0.16,0.02,0.02,0.092,0.703,0.792,0.422,0.375,0.125,0.351,0.855,1,0.302,108,0.216,0.625,1,0,
130,Mason Plumlee,31,CHO,C,73,73,1793,0.641,3.1,0.994,0.681,0.266,0.044,0.003,0.006,0.645,0.752,0.424,0.357,0,0,0.776,,0.375,108,0,,1,0,
131,Carmelo Anthony,37,LAL,PF,69,3,1793,0.441,19.1,0.451,0.101,0.066,0.152,0.131,0.549,0.521,0.671,0.417,0.5,0.484,0.375,0.482,0.919,0.019,11,0.171,0.412,0,0,
132,Josh Hart,26,2TM,SG,54,53,1791,0.504,13,0.626,0.399,0.134,0.06,0.033,0.374,0.601,0.705,0.434,0.382,0.421,0.343,0.472,0.74,0.035,19,0.169,0.583,0,0,
132,Josh Hart,26,NOP,SG,41,40,1374,0.505,11.4,0.663,0.44,0.137,0.052,0.034,0.337,0.598,0.688,0.415,0.4,0.462,0.323,0.503,0.857,0.039,14,0.208,0.593,0,0,
132,Josh Hart,26,POR,SG,13,13,417,0.503,14.5,0.546,0.311,0.126,0.077,0.033,0.454,0.61,0.754,0.478,0.357,0.333,0.373,0.393,0.581,0.027,5,0.108,0.556,0,0,
133,Caris LeVert,27,2TM,SG,58,49,1781,0.444,12.7,0.7,0.207,0.26,0.201,0.032,0.3,0.497,0.638,0.441,0.442,0.37,0.32,0.303,0.634,0.023,20,0.129,0.303,0,0,
133,Caris LeVert,27,IND,SG,39,39,1214,0.447,13,0.696,0.195,0.259,0.211,0.032,0.304,0.501,0.661,0.453,0.42,0.45,0.323,0.295,0.574,0.024,15,0.138,0.346,0,0,
133,Caris LeVert,27,CLE,SG,19,10,567,0.435,12.4,0.711,0.241,0.263,0.177,0.03,0.289,0.485,0.589,0.41,0.512,0.143,0.313,0.325,0.81,0.022,5,0.104,0.143,0,0,
134,Bruce Brown,25,BRK,SF,72,45,1774,0.506,8.4,0.814,0.393,0.302,0.103,0.016,0.186,0.529,0.693,0.379,0.404,0.125,0.404,0.743,0.974,0.071,34,0.649,0.41,0,0,
135,P.J. Washington,23,CHO,C,65,28,1768,0.47,15.8,0.434,0.286,0.132,0.015,0.002,0.566,0.606,0.711,0.4,0.5,0,0.365,0.793,0.973,0.103,51,0.252,0.316,3,0,
136,Chuma Okeke,23,ORL,PF,70,20,1749,0.376,18.6,0.355,0.137,0.139,0.045,0.033,0.645,0.48,0.658,0.413,0.346,0.211,0.318,0.531,0.966,0.054,29,0.24,0.382,0,0,
137,Georges Niang,28,PHI,PF,76,7,1736,0.437,19.1,0.313,0.119,0.153,0.032,0.009,0.687,0.511,0.627,0.465,0.389,0.2,0.403,0.711,0.981,0.004,2,0.305,0.39,1,0,
138,Kevon Looney,25,GSW,C,82,80,1732,0.571,4.6,0.997,0.541,0.308,0.066,0.082,0.003,0.573,0.675,0.554,0.292,0.2,0,0.736,,0.239,83,0,,0,0,
139,Cameron Johnson,25,PHO,PF,66,16,1730,0.46,18.6,0.356,0.127,0.147,0.041,0.041,0.644,0.523,0.766,0.483,0.24,0.2,0.425,0.673,0.976,0.035,19,0.368,0.465,1,0,6MOY-3
140,Gary Harris,27,ORL,SG,61,30,1730,0.434,17.2,0.454,0.145,0.152,0.051,0.107,0.546,0.494,0.675,0.464,0.429,0.322,0.384,0.589,0.931,0.014,7,0.464,0.471,0,0,
141,OG Anunoby,24,TOR,SF,48,48,1728,0.443,15.1,0.545,0.263,0.125,0.08,0.077,0.455,0.511,0.689,0.356,0.393,0.278,0.363,0.464,0.87,0.109,62,0.293,0.484,0,0,
142,Precious Achiuwa,22,TOR,C,73,28,1725,0.439,10.2,0.741,0.348,0.274,0.085,0.035,0.259,0.468,0.614,0.345,0.373,0.19,0.359,0.598,0.964,0.143,67,0.429,0.313,0,0,
143,Deandre Ayton,23,PHO,C,58,58,1713,0.634,7,0.973,0.333,0.397,0.184,0.059,0.027,0.642,0.793,0.588,0.555,0.415,0.368,0.809,1,0.145,95,0,,0,0,
144,Garrison Mathews,25,HOU,SG,65,33,1712,0.399,22.5,0.163,0.104,0.041,0.009,0.009,0.837,0.6,0.771,0.316,0.25,0.25,0.36,0.756,0.978,0.024,10,0.244,0.33,0,0,
145,Josh Giddey,19,OKC,SF,54,54,1700,0.419,12.7,0.682,0.196,0.336,0.097,0.054,0.318,0.492,0.649,0.444,0.431,0.333,0.263,0.302,0.821,0.009,4,0.202,0.326,0,0,
146,Pat Connaughton,29,MIL,SF,65,19,1691,0.458,20.2,0.254,0.161,0.065,0.022,0.006,0.746,0.643,0.725,0.5,0.636,0,0.395,0.778,0.952,0.018,8,0.295,0.45,1,0,
147,Chris Boucher,29,TOR,SF,80,9,1690,0.464,12.1,0.603,0.43,0.113,0.026,0.035,0.397,0.575,0.661,0.4,0.4,0.2,0.297,0.67,0.985,0.128,67,0.275,0.429,1,0,
148,Matisse Thybulle,24,PHI,SG,66,50,1685,0.5,13.1,0.52,0.407,0.097,0.017,0,0.48,0.673,0.795,0.276,0,,0.313,0.733,0.956,0.203,60,0.486,0.371,0,0,"DPOY-11,DEF2"
149,Anfernee Simons,22,POR,SG,57,30,1681,0.443,19,0.445,0.113,0.118,0.109,0.105,0.555,0.49,0.567,0.489,0.483,0.417,0.405,0.195,0.654,0.011,8,0.09,0.4,2,0,
150,Coby White,21,CHI,PG,61,17,1675,0.433,17.4,0.452,0.183,0.13,0.065,0.073,0.548,0.491,0.661,0.357,0.381,0.404,0.385,0.42,0.897,0.008,5,0.198,0.471,2,0,
151,Danilo Gallinari,33,ATL,PF,66,18,1672,0.434,18.4,0.508,0.119,0.089,0.151,0.149,0.492,0.485,0.718,0.377,0.467,0.382,0.381,0.469,0.92,0.032,19,0.116,0.471,2,1,
152,Eric Gordon,33,HOU,SG,57,46,1669,0.475,16.2,0.466,0.238,0.2,0.021,0.007,0.534,0.548,0.679,0.416,0.333,0.5,0.412,0.34,0.718,0.005,3,0.066,0.5,0,0,
153,Kevin Love,33,CLE,C,74,4,1665,0.43,19.7,0.373,0.113,0.1,0.084,0.076,0.627,0.493,0.709,0.461,0.391,0.328,0.392,0.571,0.936,0.008,5,0.17,0.358,1,0,6MOY-2
154,Luguentz Dort,22,OKC,SG,51,51,1665,0.404,16.4,0.461,0.197,0.204,0.029,0.032,0.539,0.487,0.615,0.419,0.238,0.348,0.332,0.491,0.877,0.037,24,0.143,0.429,1,0,
155,John Collins,24,ATL,PF,54,53,1663,0.526,11,0.727,0.334,0.211,0.127,0.054,0.273,0.588,0.753,0.463,0.439,0.4,0.364,0.793,0.984,0.146,85,0.318,0.375,0,0,
156,De'Anthony Melton,23,MEM,SG,73,15,1657,0.404,17.2,0.465,0.167,0.164,0.068,0.066,0.535,0.44,0.595,0.368,0.383,0.283,0.374,0.472,0.856,0.037,21,0.156,0.5,3,0,6MOY-8
157,KJ Martin,21,HOU,SF,79,2,1656,0.533,9.8,0.679,0.455,0.222,0.002,0,0.321,0.617,0.739,0.371,0,,0.357,0.735,1,0.256,114,0.274,0.283,0,0,
158,Killian Hayes,20,DET,PG,66,40,1647,0.383,14.3,0.636,0.163,0.253,0.135,0.085,0.364,0.452,0.747,0.345,0.387,0.308,0.263,0.341,0.909,0.031,13,0.359,0.333,0,0,
159,Montrezl Harrell,28,2TM,C,71,3,1641,0.645,4.4,0.969,0.582,0.274,0.079,0.034,0.031,0.658,0.771,0.533,0.409,0.316,0.235,0.653,1,0.286,150,0.118,0.5,2,0,6MOY-9
159,Montrezl Harrell,28,WAS,C,46,3,1117,0.645,5.5,0.961,0.517,0.319,0.089,0.037,0.039,0.66,0.788,0.541,0.471,0.357,0.267,0.646,1,0.272,101,0.133,0.5,2,0,
159,Montrezl Harrell,28,CHO,C,25,0,524,0.645,3.3,0.988,0.727,0.174,0.058,0.029,0.012,0.653,0.744,0.5,0.2,0.2,0,0.667,,0.32,49,0,,0,0,
160,Lonnie Walker IV,23,SAS,SG,70,6,1612,0.407,17,0.538,0.166,0.122,0.093,0.157,0.462,0.487,0.693,0.43,0.366,0.383,0.314,0.54,0.856,0.029,21,0.195,0.362,5,0,
161,Cory Joseph,30,DET,PG,65,39,1600,0.445,14.7,0.608,0.22,0.21,0.065,0.113,0.393,0.465,0.614,0.429,0.346,0.311,0.414,0.416,0.862,0.003,0,0.248,0.487,2,0,
162,Josh Richardson,28,2TM,SG,65,7,1600,0.438,17.2,0.539,0.109,0.154,0.178,0.099,0.461,0.458,0.655,0.39,0.432,0.396,0.415,0.477,0.99,0.017,8,0.183,0.422,1,0,
162,Josh Richardson,28,BOS,SG,44,0,1087,0.443,17.1,0.545,0.108,0.155,0.175,0.108,0.455,0.481,0.703,0.453,0.4,0.432,0.397,0.444,0.984,0.012,3,0.218,0.353,0,0,
162,Josh Richardson,28,SAS,SG,21,7,513,0.429,17.4,0.529,0.11,0.152,0.183,0.084,0.471,0.416,0.571,0.276,0.486,0.313,0.444,0.548,1,0.026,5,0.122,0.636,1,0,
163,Torrey Craig,31,2TM,SF,78,16,1596,0.454,16.2,0.469,0.231,0.141,0.057,0.041,0.531,0.594,0.725,0.532,0.4,0.333,0.329,0.585,0.961,0.041,18,0.41,0.365,2,0,
163,Torrey Craig,31,IND,SF,51,14,1034,0.456,15.2,0.509,0.26,0.135,0.057,0.057,0.491,0.573,0.712,0.5,0.375,0.313,0.333,0.561,0.978,0.036,10,0.442,0.443,1,0,
163,Torrey Craig,31,PHO,SF,27,2,562,0.45,17.2,0.4,0.181,0.15,0.056,0.013,0.6,0.641,0.759,0.583,0.444,0.5,0.323,0.634,0.935,0.05,8,0.365,0.229,1,0,
164,Gabe Vincent,25,MIA,PG,68,27,1589,0.417,19.5,0.37,0.138,0.078,0.082,0.072,0.63,0.5,0.563,0.475,0.524,0.378,0.368,0.4,0.798,0.002,1,0.251,0.42,5,0,
165,Max Strus,25,MIA,SF,68,16,1587,0.441,21.1,0.216,0.135,0.053,0.016,0.012,0.784,0.557,0.658,0.433,0.222,0.429,0.41,0.779,0.956,0.016,7,0.258,0.5,1,0,
166,Jusuf Nurkić,27,POR,C,56,56,1579,0.535,5.9,0.907,0.49,0.35,0.03,0.037,0.093,0.563,0.653,0.481,0.278,0.364,0.268,0.627,0.933,0.062,35,0.018,1,0,0,
167,De'Andre Hunter,24,ATL,SF,53,52,1577,0.442,13.9,0.661,0.219,0.179,0.153,0.11,0.339,0.474,0.651,0.398,0.409,0.333,0.379,0.661,0.932,0.043,22,0.405,0.405,0,0,
168,Amir Coffey,24,LAC,SG,69,30,1567,0.453,16.8,0.455,0.165,0.167,0.077,0.045,0.545,0.542,0.779,0.449,0.417,0.238,0.378,0.591,0.938,0.034,14,0.291,0.365,1,0,
169,Oshae Brissett,23,IND,SF,67,25,1564,0.411,13.9,0.532,0.326,0.152,0.024,0.03,0.468,0.465,0.582,0.299,0.167,0.267,0.35,0.672,0.964,0.075,32,0.329,0.372,2,0,
170,Marcus Morris,32,LAC,PF,54,54,1564,0.434,17.6,0.602,0.046,0.145,0.24,0.171,0.398,0.478,0.688,0.49,0.47,0.424,0.367,0.327,0.901,0.001,0,0.215,0.373,2,0,
171,Gordon Hayward,31,CHO,SF,49,48,1564,0.459,14.4,0.643,0.214,0.173,0.157,0.099,0.357,0.496,0.682,0.327,0.381,0.574,0.391,0.579,0.872,0.032,19,0.205,0.444,0,0,
172,Tyus Jones,25,MEM,PG,73,23,1549,0.451,15.2,0.629,0.1,0.241,0.243,0.045,0.371,0.487,0.6,0.496,0.455,0.36,0.39,0.367,0.838,0,0,0.21,0.395,0,0,6MOY-11
173,Chris Duarte,24,IND,SG,55,39,1541,0.432,15.5,0.589,0.203,0.135,0.148,0.103,0.411,0.475,0.627,0.369,0.38,0.453,0.369,0.477,0.787,0.027,15,0.282,0.375,4,0,
174,Trey Lyles,26,2TM,PF,75,23,1537,0.466,12.5,0.628,0.292,0.224,0.077,0.036,0.372,0.552,0.671,0.516,0.279,0.4,0.321,0.6,1,0.046,23,0.239,0.38,1,0,
174,Trey Lyles,26,DET,PF,51,3,990,0.456,13.2,0.62,0.284,0.216,0.073,0.047,0.38,0.55,0.651,0.53,0.321,0.389,0.301,0.588,1,0.039,14,0.205,0.333,1,0,
174,Trey Lyles,26,SAC,PF,24,20,547,0.489,11.8,0.646,0.309,0.242,0.084,0.011,0.354,0.557,0.709,0.488,0.2,0.5,0.365,0.625,1,0.062,9,0.317,0.45,0,0,
175,Javonte Green,28,CHI,SF,65,45,1519,0.542,9.1,0.689,0.535,0.123,0.031,0,0.311,0.625,0.695,0.425,0.2,,0.356,0.679,1,0.194,58,0.594,0.433,0,0,
176,Talen Horton-Tucker,21,LAL,SG,60,19,1511,0.416,12.8,0.662,0.297,0.204,0.1,0.059,0.338,0.492,0.613,0.409,0.389,0.344,0.269,0.406,0.796,0.035,16,0.187,0.324,0,0,
177,Jerami Grant,27,DET,PF,47,47,1500,0.426,15.2,0.637,0.202,0.149,0.106,0.18,0.363,0.465,0.631,0.442,0.243,0.429,0.358,0.498,0.967,0.049,29,0.358,0.33,1,0,
178,Alperen Şengün,19,HOU,C,72,13,1489,0.474,9,0.777,0.429,0.297,0.042,0.01,0.223,0.539,0.671,0.385,0.318,0.4,0.248,0.436,0.966,0.099,44,0.085,0.2,6,0,
179,Kyle Anderson,28,MEM,PF,69,11,1484,0.446,10.7,0.768,0.279,0.303,0.141,0.045,0.232,0.481,0.641,0.437,0.333,0.238,0.33,0.514,0.972,0.043,19,0.422,0.435,0,0,
180,Kristaps Porziņģis,26,2TM,PF,51,51,1481,0.459,14.3,0.671,0.214,0.183,0.186,0.089,0.329,0.532,0.762,0.414,0.42,0.456,0.31,0.682,0.987,0.124,85,0.028,0.429,1,0,
180,Kristaps Porziņģis,26,DAL,PF,34,34,1002,0.451,14.3,0.659,0.23,0.161,0.191,0.077,0.341,0.537,0.778,0.427,0.392,0.41,0.283,0.711,1,0.132,60,0.029,0.4,0,0,
180,Kristaps Porziņģis,26,WAS,PF,17,17,479,0.475,14.3,0.695,0.181,0.224,0.178,0.112,0.305,0.522,0.723,0.397,0.478,0.517,0.367,0.628,0.966,0.108,25,0.025,0.5,1,0,
181,Austin Rivers,29,DEN,SG,67,18,1480,0.417,17.9,0.34,0.16,0.151,0.02,0.009,0.66,0.563,0.75,0.453,0.143,0,0.342,0.463,0.848,0.006,2,0.45,0.471,0,0,
182,Patrick Beverley,33,MIN,PG,58,54,1476,0.406,16.6,0.445,0.17,0.206,0.05,0.018,0.555,0.485,0.568,0.433,0.545,0.125,0.343,0.255,0.783,0,0,0.227,0.473,1,0,
183,Nickeil Alexander-Walker,23,2TM,SG,65,21,1466,0.372,17,0.503,0.213,0.162,0.071,0.057,0.497,0.433,0.579,0.318,0.375,0.282,0.311,0.399,0.876,0.015,8,0.24,0.37,2,0,
183,Nickeil Alexander-Walker,23,NOP,SG,50,19,1317,0.375,15.6,0.517,0.217,0.166,0.074,0.06,0.483,0.434,0.584,0.333,0.362,0.263,0.311,0.408,0.895,0.014,8,0.23,0.371,2,0,
183,Nickeil Alexander-Walker,23,UTA,SG,15,2,149,0.333,18.4,0.313,0.167,0.104,0.021,0.021,0.688,0.4,0.5,0,1,1,0.303,0.167,0.7,0.021,0,0.333,0.364,0,0,
184,Cedi Osman,26,CLE,SF,66,3,1462,0.432,17.9,0.372,0.227,0.107,0.017,0.021,0.628,0.559,0.654,0.443,0.2,0.417,0.357,0.689,0.867,0.014,8,0.181,0.415,1,0,
185,Nicolas Batum,33,LAC,PF,59,54,1462,0.463,20.2,0.302,0.121,0.044,0.057,0.08,0.698,0.607,0.809,0.412,0.636,0.387,0.4,0.831,0.972,0.047,14,0.315,0.471,0,0,
186,Norman Powell,28,2TM,SG,45,41,1458,0.461,14.3,0.582,0.256,0.179,0.058,0.089,0.418,0.491,0.568,0.407,0.514,0.426,0.419,0.509,0.877,0.026,13,0.316,0.388,0,0,
186,Norman Powell,28,POR,SF,40,39,1333,0.456,14.4,0.577,0.264,0.172,0.052,0.09,0.423,0.492,0.559,0.409,0.464,0.469,0.406,0.513,0.914,0.028,12,0.332,0.382,0,0,
186,Norman Powell,28,LAC,SG,5,2,125,0.508,14.2,0.619,0.19,0.238,0.111,0.079,0.381,0.487,0.667,0.4,0.714,0,0.542,0.474,0.615,0.016,1,0.167,0.5,0,0,
187,Delon Wright,29,ATL,SG,77,8,1452,0.454,14.1,0.569,0.294,0.19,0.045,0.041,0.431,0.51,0.62,0.412,0.25,0.455,0.379,0.449,0.818,0.026,7,0.25,0.276,3,0,
188,Maxi Kleber,30,DAL,PF,59,21,1450,0.398,19.9,0.28,0.164,0.051,0.04,0.025,0.72,0.586,0.845,0.278,0.214,0.111,0.325,0.845,0.988,0.056,20,0.231,0.322,1,0,6MOY-11
189,Terrence Ross,30,ORL,SG,63,0,1448,0.397,18,0.523,0.108,0.125,0.155,0.135,0.477,0.493,0.7,0.435,0.523,0.347,0.292,0.524,0.779,0.023,10,0.133,0.314,4,0,
190,Daniel Gafford,23,WAS,C,72,53,1444,0.693,2.9,0.998,0.657,0.304,0.022,0.012,0.002,0.695,0.837,0.448,0.333,0,0,0.737,,0.438,158,0,,0,0,
191,Bradley Beal,28,WAS,SG,40,40,1439,0.451,13.1,0.728,0.197,0.252,0.171,0.108,0.272,0.508,0.697,0.407,0.47,0.458,0.3,0.365,0.603,0.017,13,0.238,0.38,0,0,
192,Landry Shamet,24,PHO,SG,69,14,1437,0.394,20,0.311,0.089,0.109,0.058,0.056,0.689,0.45,0.628,0.34,0.393,0.444,0.368,0.603,0.951,0.029,13,0.302,0.396,2,0,
193,Andre Drummond,28,2TM,C,73,36,1437,0.57,2.8,0.993,0.707,0.261,0.021,0.005,0.007,0.574,0.641,0.434,0.222,0,0,0.591,,0.249,93,0,,2,0,
193,Andre Drummond,28,PHI,C,49,12,902,0.538,2.7,0.992,0.706,0.265,0.021,0,0.008,0.542,0.643,0.286,0.4,,0,0.539,,0.235,48,0,,1,0,
193,Andre Drummond,28,BRK,C,24,24,535,0.61,3,0.995,0.708,0.256,0.021,0.01,0.005,0.613,0.638,0.62,0,0,0,0.647,,0.267,45,0,,1,0,
194,Austin Reaves,23,LAL,SG,61,19,1418,0.459,16.6,0.475,0.211,0.157,0.066,0.041,0.525,0.616,0.746,0.56,0.571,0.231,0.317,0.559,0.981,0.019,6,0.287,0.354,3,0,
195,Furkan Korkmaz,24,PHI,SG,67,19,1414,0.387,17.4,0.434,0.187,0.149,0.047,0.051,0.566,0.515,0.739,0.314,0.5,0.292,0.289,0.524,0.87,0.021,8,0.199,0.283,2,0,
196,Avery Bradley,31,LAL,SG,62,45,1406,0.423,18.1,0.4,0.137,0.091,0.083,0.089,0.6,0.471,0.604,0.281,0.483,0.452,0.39,0.636,0.939,0.003,1,0.538,0.381,0,0,
197,Anthony Davis,28,LAL,C,40,40,1404,0.532,9.6,0.899,0.376,0.193,0.15,0.181,0.101,0.571,0.793,0.485,0.317,0.413,0.186,0.647,0.846,0.177,111,0.1,0.429,0,0,
198,R.J. Hampton,20,ORL,SG,64,14,1402,0.383,13.7,0.6,0.217,0.304,0.044,0.035,0.4,0.405,0.525,0.36,0.2,0.313,0.35,0.333,0.906,0.028,9,0.197,0.389,1,0,
199,Jaxson Hayes,21,NOP,C,70,28,1398,0.616,6.6,0.857,0.54,0.259,0.04,0.018,0.143,0.66,0.777,0.485,0.375,0.286,0.351,0.76,0.95,0.281,105,0.316,0.278,1,0,
200,Otto Porter Jr.,28,GSW,PF,63,15,1396,0.464,16.7,0.481,0.161,0.163,0.087,0.07,0.519,0.565,0.746,0.515,0.444,0.414,0.37,0.735,0.95,0.029,11,0.241,0.327,0,0,
201,Raul Neto,29,WAS,PG,70,19,1372,0.463,12,0.728,0.231,0.313,0.159,0.025,0.272,0.526,0.667,0.449,0.471,0.545,0.292,0.331,0.686,0,0,0.142,0.294,2,0,
202,Caleb Martin,26,MIA,SF,60,12,1372,0.507,12.6,0.622,0.373,0.146,0.034,0.068,0.378,0.565,0.739,0.25,0.143,0.5,0.413,0.604,0.906,0.107,36,0.452,0.4,1,0,
203,Tre Mann,20,OKC,PG,60,26,1367,0.393,16.7,0.537,0.102,0.264,0.094,0.078,0.463,0.421,0.533,0.394,0.418,0.37,0.36,0.286,0.663,0.014,6,0.143,0.436,4,0,
204,Eric Bledsoe,32,LAC,PG,54,29,1361,0.421,14.2,0.652,0.231,0.194,0.107,0.12,0.348,0.479,0.611,0.462,0.44,0.286,0.313,0.301,0.902,0.002,1,0.129,0.333,2,0,
205,Danny Green,34,PHI,SF,62,28,1353,0.394,21.8,0.153,0.069,0.047,0.019,0.019,0.847,0.469,0.682,0.2,0.5,0.333,0.38,0.87,0.922,0.003,1,0.487,0.402,1,0,
206,Ziaire Williams,20,MEM,SF,62,31,1346,0.45,17.2,0.429,0.179,0.108,0.083,0.059,0.571,0.632,0.855,0.478,0.343,0.64,0.314,0.8,0.961,0.104,44,0.471,0.325,2,0,
207,Josh Christopher,20,HOU,SG,74,2,1334,0.448,13.3,0.622,0.3,0.188,0.114,0.02,0.378,0.54,0.647,0.532,0.333,0.2,0.296,0.423,0.768,0.078,35,0.217,0.317,6,0,
208,Draymond Green,31,GSW,PF,46,44,1329,0.525,9.8,0.79,0.315,0.377,0.058,0.039,0.21,0.586,0.716,0.557,0.267,0.3,0.296,0.714,1,0.093,21,0.222,0.167,4,0,"DPOY-10,AS,DEF2"
209,Bones Hyland,21,DEN,SG,69,4,1310,0.403,19.4,0.373,0.123,0.13,0.072,0.049,0.627,0.465,0.7,0.284,0.341,0.536,0.366,0.364,0.687,0.009,3,0.173,0.306,2,0,
