,,,,,,,,,,% of FGA by Distance,,,,,,FG% by Distance,,,,,,% of FG Ast'd,,Dunks,,Corner 3s,,Heaves,,
Rk,Player,Age,Team,Pos,G,GS,MP,FG%,Dist.,2P,0-3,10-Mar,16-Oct,16-3P,3P,2P,0-3,10-Mar,16-Oct,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
195,Jeremy Lin,30,2TM,PG,74,4,1436,0.44,13.4,0.654,0.312,0.139,0.118,0.085,0.346,0.517,0.604,0.427,0.406,0.5,0.294,0.29,0.745,0,0,0.144,0.37,1,0,
195,Jeremy Lin,30,ATL,PG,51,1,1003,0.466,13.4,0.658,0.303,0.155,0.119,0.08,0.342,0.535,0.624,0.483,0.37,0.548,0.333,0.25,0.75,0,0,0.129,0.471,1,0,
195,Jeremy Lin,30,TOR,PG,23,3,433,0.374,13.5,0.645,0.335,0.097,0.116,0.097,0.355,0.47,0.558,0.2,0.5,0.4,0.2,0.404,0.727,0,0,0.182,0.2,0,0,
196,Shaquille Harrison,25,CHI,SG,73,11,1430,0.432,8.4,0.791,0.528,0.185,0.052,0.026,0.209,0.475,0.578,0.291,0.227,0.182,0.27,0.388,0.875,0.038,14,0.337,0.267,3,0,
197,Lonzo Ball,21,LAL,PG,47,45,1423,0.406,15.4,0.5,0.309,0.096,0.046,0.048,0.5,0.482,0.596,0.295,0.238,0.364,0.329,0.427,0.76,0.061,25,0.171,0.231,2,0,
198,Maurice Harkless,25,POR,SF,60,53,1415,0.487,9.7,0.691,0.526,0.129,0.013,0.023,0.309,0.582,0.667,0.34,0.4,0.111,0.275,0.673,0.939,0.186,66,0.317,0.289,2,0,
199,Tyreke Evans,29,IND,SG,69,18,1402,0.389,12.7,0.673,0.388,0.138,0.015,0.132,0.327,0.405,0.492,0.253,0.4,0.31,0.356,0.3,0.688,0.003,1,0.106,0.261,0,0,
200,Seth Curry,28,POR,SG,74,2,1399,0.456,19,0.46,0.116,0.077,0.077,0.189,0.54,0.463,0.593,0.417,0.5,0.386,0.45,0.455,0.832,0.002,1,0.187,0.489,0,0,
201,Mike Scott,30,2TM,PF,79,3,1395,0.4,18.6,0.4,0.126,0.138,0.067,0.069,0.6,0.399,0.547,0.241,0.464,0.379,0.401,0.627,0.98,0.012,5,0.262,0.424,3,0,
201,Mike Scott,30,LAC,PF,52,0,748,0.4,18.2,0.422,0.13,0.139,0.074,0.078,0.578,0.412,0.567,0.25,0.412,0.444,0.391,0.675,0.962,0.013,3,0.293,0.462,2,0,
201,Mike Scott,30,PHI,PF,27,3,647,0.4,18.9,0.374,0.121,0.137,0.058,0.058,0.626,0.38,0.522,0.231,0.545,0.273,0.412,0.556,1,0.011,2,0.227,0.37,1,0,
202,Derrick Rose,30,MIN,PG,51,13,1392,0.482,12.1,0.806,0.29,0.175,0.158,0.183,0.194,0.509,0.651,0.364,0.496,0.435,0.37,0.249,0.685,0.001,1,0.144,0.524,3,0,6MOY-6
203,Kris Dunn,24,CHI,PG,46,44,1389,0.425,11.6,0.81,0.257,0.227,0.19,0.136,0.19,0.441,0.585,0.339,0.448,0.333,0.354,0.177,0.647,0.028,13,0.177,0.353,0,0,
204,Alec Burks,27,3TM,SG,64,24,1375,0.405,12.9,0.646,0.287,0.173,0.089,0.097,0.354,0.428,0.596,0.317,0.238,0.304,0.363,0.42,0.77,0.025,11,0.196,0.364,2,0,
204,Alec Burks,27,UTA,SG,17,0,269,0.412,14,0.623,0.289,0.158,0.088,0.088,0.377,0.437,0.727,0.167,0.1,0.3,0.372,0.548,0.688,0.018,2,0.116,0,1,0,
204,Alec Burks,27,CLE,SG,34,24,979,0.4,13.5,0.65,0.282,0.176,0.085,0.106,0.35,0.412,0.531,0.35,0.276,0.306,0.378,0.363,0.8,0.024,7,0.218,0.462,1,0,
204,Alec Burks,27,SAC,SG,13,0,127,0.45,11.3,0.7,0.35,0.2,0.15,0,0.3,0.643,0.857,0.5,0.333,,0,0.556,,0.1,2,0.333,0,0,0,
205,JaMychal Green,28,2TM,PF,65,6,1371,0.483,13.5,0.63,0.345,0.134,0.055,0.097,0.37,0.53,0.652,0.328,0.5,0.391,0.403,0.623,0.958,0.092,37,0.278,0.449,0,0,
205,JaMychal Green,28,MEM,PF,41,4,900,0.484,11.9,0.692,0.369,0.147,0.061,0.115,0.308,0.523,0.643,0.304,0.474,0.444,0.396,0.69,0.974,0.112,28,0.333,0.344,0,0,
205,JaMychal Green,28,LAC,PF,24,2,471,0.482,15.1,0.512,0.299,0.11,0.043,0.061,0.488,0.548,0.673,0.389,0.571,0.2,0.413,0.457,0.939,0.055,9,0.213,0.647,0,0,
206,Rajon Rondo,32,LAL,PG,46,29,1369,0.405,12.5,0.671,0.35,0.183,0.058,0.081,0.329,0.428,0.55,0.291,0.24,0.343,0.359,0.169,0.471,0.009,4,0.162,0.217,1,0,
207,Mitchell Robinson,20,NYK,C,66,19,1360,0.694,1.5,1,0.904,0.086,0.003,0.007,0,0.694,0.734,0.32,1,0,,0.644,,0.526,128,,,0,0,ROY-8
208,T.J. Warren,25,PHO,SF,43,36,1360,0.486,12.1,0.705,0.3,0.203,0.146,0.057,0.295,0.51,0.672,0.395,0.438,0.257,0.428,0.55,0.896,0.033,19,0.3,0.481,0,0,
209,Juancho Hernangómez,23,DEN,PF,70,25,1358,0.439,15.8,0.424,0.296,0.092,0.013,0.022,0.576,0.541,0.667,0.138,0.5,0.571,0.365,0.722,0.985,0.051,13,0.293,0.321,0,0,
210,Zach Collins,21,POR,C,77,0,1356,0.473,10.8,0.698,0.428,0.153,0.075,0.043,0.303,0.534,0.643,0.508,0.233,0.059,0.331,0.651,0.925,0.08,27,0.091,0.273,0,0,
211,OG Anunoby,21,TOR,SF,67,6,1352,0.453,14,0.5,0.347,0.109,0.022,0.022,0.5,0.574,0.693,0.273,0.333,0.444,0.332,0.491,0.985,0.114,39,0.465,0.266,0,0,
212,Doug McDermott,27,IND,SF,77,1,1340,0.491,16.1,0.512,0.268,0.081,0.043,0.121,0.488,0.569,0.681,0.588,0.5,0.333,0.408,0.919,1,0.043,16,0.383,0.456,1,0,
213,Kyle Korver,37,2TM,PF,70,0,1334,0.416,22.4,0.28,0.033,0.029,0.052,0.166,0.72,0.467,0.813,0.429,0.4,0.425,0.397,0.921,0.993,0,0,0.256,0.483,0,0,
213,Kyle Korver,37,CLE,PF,16,0,251,0.461,22.3,0.289,0.026,0.066,0.053,0.145,0.711,0.455,0.5,0.8,0.75,0.182,0.463,0.8,1,0,0,0.241,0.615,0,0,
213,Kyle Korver,37,UTA,SG,54,0,1083,0.408,22.5,0.278,0.034,0.022,0.052,0.17,0.722,0.469,0.857,0.222,0.333,0.464,0.384,0.943,0.991,0,0,0.259,0.461,0,0,
214,Vince Carter,42,ATL,PF,76,9,1330,0.419,19.8,0.325,0.147,0.071,0.064,0.043,0.675,0.48,0.623,0.273,0.467,0.35,0.389,0.589,0.911,0.036,15,0.152,0.458,3,0,
215,Jake Layman,24,POR,SF,71,33,1327,0.509,13.3,0.573,0.387,0.087,0.042,0.057,0.427,0.646,0.756,0.405,0.5,0.375,0.326,0.752,0.915,0.156,58,0.204,0.243,0,0,
216,Mike Muscala,27,2TM,PF,64,10,1306,0.402,20.1,0.291,0.144,0.061,0.047,0.039,0.709,0.533,0.596,0.455,0.529,0.429,0.348,0.768,1,0.017,5,0.191,0.306,1,0,
216,Mike Muscala,27,PHI,PF,47,6,1041,0.392,20.2,0.284,0.14,0.061,0.05,0.032,0.716,0.519,0.615,0.471,0.5,0.222,0.342,0.756,1,0.022,5,0.206,0.317,1,0,
216,Mike Muscala,27,LAL,PF,17,4,265,0.434,19.9,0.313,0.157,0.06,0.036,0.06,0.687,0.577,0.538,0.4,0.667,0.8,0.368,0.8,1,0,0,0.14,0.25,0,0,
217,Tony Snell,27,MIL,SF,74,12,1304,0.452,16.8,0.435,0.241,0.1,0.047,0.047,0.565,0.522,0.701,0.333,0.294,0.235,0.397,0.732,0.938,0.044,15,0.304,0.435,1,0,
218,George Hill,32,2TM,PG,60,13,1302,0.452,14.2,0.593,0.306,0.08,0.106,0.101,0.407,0.547,0.661,0.3,0.525,0.421,0.314,0.418,0.792,0.011,4,0.242,0.351,1,0,
218,George Hill,32,CLE,PG,13,13,344,0.514,13.1,0.738,0.308,0.084,0.14,0.206,0.262,0.532,0.636,0.222,0.533,0.5,0.464,0.357,0.692,0.019,2,0.214,0.5,0,0,
218,George Hill,32,MIL,PG,47,0,958,0.428,15.3,0.535,0.305,0.078,0.093,0.059,0.465,0.556,0.671,0.333,0.52,0.313,0.28,0.45,0.829,0.007,2,0.248,0.323,1,0,
219,Bobby Portis,23,2TM,PF,50,28,1299,0.444,12.5,0.696,0.272,0.236,0.084,0.104,0.304,0.467,0.573,0.439,0.434,0.277,0.393,0.534,1,0.046,23,0.105,0.35,0,0,
219,Bobby Portis,23,CHI,PF,22,6,531,0.45,11.4,0.734,0.306,0.244,0.118,0.066,0.266,0.477,0.506,0.515,0.5,0.167,0.375,0.526,1,0.048,9,0.042,0.333,0,0,
219,Bobby Portis,23,WAS,PF,28,22,768,0.44,13.6,0.667,0.246,0.23,0.059,0.132,0.333,0.458,0.636,0.378,0.333,0.319,0.403,0.541,1,0.045,14,0.143,0.353,0,0,
220,Wayne Ellington,31,2TM,SG,53,38,1297,0.403,21.8,0.186,0.072,0.068,0.015,0.031,0.814,0.541,0.758,0.452,0.429,0.286,0.371,0.761,0.906,0.002,1,0.263,0.388,0,0,
220,Wayne Ellington,31,MIA,SG,25,12,533,0.375,22.1,0.158,0.071,0.043,0.016,0.027,0.842,0.414,0.538,0.5,0.333,0,0.368,0.75,0.965,0,0,0.271,0.405,0,0,
220,Wayne Ellington,31,DET,SG,28,26,764,0.421,21.5,0.205,0.073,0.084,0.015,0.033,0.795,0.607,0.9,0.435,0.5,0.444,0.373,0.765,0.864,0.004,1,0.258,0.375,0,0,
221,Rodions Kurucs,20,BRK,SF,63,46,1294,0.45,12.5,0.59,0.419,0.136,0.016,0.02,0.41,0.543,0.644,0.295,0.286,0.333,0.315,0.59,0.914,0.122,47,0.228,0.381,4,0,
222,Kyle Anderson,25,MEM,SF,43,40,1281,0.543,7.9,0.877,0.464,0.261,0.051,0.101,0.123,0.583,0.68,0.486,0.357,0.5,0.265,0.539,1,0.011,2,0.618,0.381,0,0,
223,Jakob Poeltl,23,SAS,C,77,24,1273,0.645,2.9,1,0.7,0.248,0.041,0.01,0,0.645,0.709,0.486,0.417,1,,0.706,,0.107,28,,,0,0,
224,Markieff Morris,29,2TM,PF,58,16,1270,0.421,14.3,0.581,0.221,0.169,0.151,0.039,0.419,0.484,0.654,0.415,0.342,0.368,0.335,0.581,0.985,0.035,15,0.241,0.286,1,0,
224,Markieff Morris,29,WAS,PF,34,15,883,0.436,15.2,0.561,0.207,0.159,0.159,0.037,0.439,0.516,0.706,0.423,0.385,0.417,0.333,0.579,0.979,0.04,12,0.174,0.32,1,0,
224,Markieff Morris,29,OKC,PF,24,1,387,0.391,13.3,0.622,0.25,0.192,0.135,0.045,0.378,0.423,0.564,0.4,0.238,0.286,0.339,0.585,1,0.026,3,0.407,0.25,0,0,
225,Jeff Teague,30,MIN,PG,42,41,1264,0.423,11.7,0.748,0.26,0.276,0.139,0.072,0.252,0.453,0.583,0.357,0.483,0.3,0.333,0.106,0.629,0.022,8,0.038,0.25,0,0,
226,Pat Connaughton,26,MIL,SG,61,2,1261,0.466,16.4,0.429,0.311,0.074,0.017,0.026,0.571,0.647,0.734,0.423,0.167,0.556,0.33,0.753,0.939,0.146,43,0.185,0.324,0,0,
227,Malik Monk,20,CHO,SG,73,0,1258,0.387,17.9,0.437,0.191,0.102,0.058,0.085,0.563,0.461,0.643,0.25,0.382,0.36,0.33,0.432,0.899,0.038,21,0.206,0.309,6,0,
228,Ish Smith,30,DET,PG,56,0,1251,0.419,13.6,0.724,0.194,0.241,0.127,0.162,0.276,0.455,0.611,0.407,0.371,0.405,0.326,0.106,0.705,0,0,0.2,0.444,4,0,
229,Elfrid Payton,24,NOP,PG,42,42,1250,0.434,9.5,0.745,0.413,0.296,0.024,0.012,0.255,0.476,0.541,0.377,0.5,0.6,0.314,0.349,0.848,0.019,6,0.057,0.167,1,0,
230,Shelvin Mack,28,2TM,PG,57,3,1246,0.404,12.4,0.677,0.268,0.196,0.119,0.094,0.323,0.429,0.611,0.342,0.313,0.237,0.354,0.47,0.543,0,0,0.169,0.273,0,0,
230,Shelvin Mack,28,MEM,PG,53,3,1204,0.414,13.2,0.671,0.272,0.193,0.113,0.093,0.329,0.441,0.613,0.347,0.341,0.25,0.359,0.461,0.543,0,0,0.172,0.273,0,0,
230,Shelvin Mack,28,CHO,PG,4,0,42,0.143,11.7,0.857,0.143,0.286,0.286,0.143,0.143,0.167,0.5,0.25,0,0,0,1,,0,0,0,,0,0,
231,Nikola Mirotić,27,2TM,PF,46,25,1245,0.439,18.7,0.413,0.194,0.081,0.05,0.089,0.587,0.545,0.657,0.568,0.333,0.396,0.365,0.746,0.914,0.009,5,0.151,0.438,2,0,
231,Nikola Mirotić,27,NOP,PF,32,22,925,0.447,18.2,0.432,0.204,0.076,0.047,0.106,0.568,0.551,0.627,0.613,0.474,0.395,0.368,0.784,0.906,0.01,4,0.143,0.424,1,0,
231,Nikola Mirotić,27,MIL,PF,14,3,320,0.415,19.2,0.356,0.163,0.096,0.059,0.037,0.644,0.521,0.773,0.462,0,0.4,0.356,0.6,0.935,0.007,1,0.172,0.467,1,0,
232,Cody Zeller,26,CHO,C,49,47,1243,0.551,5.1,0.936,0.545,0.328,0.055,0.009,0.064,0.57,0.691,0.434,0.211,0.333,0.273,0.745,1,0.139,43,0,,0,0,
233,Rondae Hollis-Jefferson,24,BRK,SF,59,21,1234,0.411,6.6,0.899,0.47,0.292,0.129,0.008,0.101,0.436,0.559,0.324,0.254,0.25,0.184,0.712,1,0.045,19,0.714,0.229,0,0,
234,Wes Iwundu,24,ORL,SF,68,13,1233,0.412,12.6,0.712,0.325,0.146,0.095,0.146,0.288,0.431,0.573,0.275,0.346,0.325,0.367,0.512,1,0.069,17,0.367,0.241,1,0,
235,Ersan İlyasova,31,MIL,PF,67,7,1231,0.438,13.8,0.58,0.354,0.115,0.058,0.052,0.42,0.493,0.615,0.25,0.364,0.35,0.363,0.697,1,0.013,4,0.244,0.333,1,0,
236,James Ennis III,28,2TM,SF,58,27,1230,0.469,13.8,0.469,0.367,0.075,0.017,0.01,0.531,0.601,0.667,0.364,0.4,0.333,0.353,0.723,0.982,0.082,22,0.506,0.392,0,0,
236,James Ennis III,28,HOU,SF,40,25,949,0.493,14.9,0.431,0.355,0.071,0,0.005,0.569,0.659,0.707,0.4,,1,0.367,0.717,0.977,0.076,16,0.475,0.421,0,0,
236,James Ennis III,28,PHI,SF,18,2,281,0.41,12.6,0.566,0.398,0.084,0.06,0.024,0.434,0.489,0.576,0.286,0.4,0,0.306,0.739,1,0.096,6,0.611,0.318,0,0,
237,Jared Dudley,33,BRK,PF,59,25,1220,0.423,18.2,0.368,0.209,0.079,0.025,0.054,0.632,0.545,0.62,0.368,0.5,0.538,0.351,0.875,1,0,0,0.205,0.452,0,0,
238,Jonas Jerebko,31,GSW,PF,73,6,1218,0.459,16.7,0.47,0.262,0.079,0.042,0.087,0.53,0.563,0.667,0.286,0.6,0.484,0.367,0.766,1,0.042,14,0.271,0.392,1,1,
239,Jamal Crawford,38,PHO,SG,64,0,1211,0.397,19.6,0.539,0.043,0.068,0.178,0.249,0.461,0.453,0.526,0.333,0.462,0.468,0.332,0.112,0.507,0,0,0.178,0.25,2,0,
240,Stanley Johnson,22,2TM,SF,66,7,1208,0.389,14.8,0.511,0.239,0.166,0.075,0.032,0.489,0.484,0.543,0.452,0.455,0.286,0.288,0.321,0.935,0.011,5,0.321,0.304,3,0,
240,Stanley Johnson,22,DET,SF,48,7,961,0.381,15.8,0.481,0.226,0.16,0.074,0.02,0.519,0.488,0.544,0.482,0.385,0.286,0.282,0.317,0.961,0.011,4,0.32,0.293,1,0,
240,Stanley Johnson,22,NOP,SF,18,0,247,0.418,13.8,0.626,0.286,0.187,0.077,0.077,0.374,0.474,0.538,0.353,0.714,0.286,0.324,0.333,0.818,0.011,1,0.324,0.364,2,0,
241,Mario Hezonja,23,NYK,SF,58,24,1206,0.412,12.8,0.672,0.341,0.151,0.086,0.095,0.328,0.478,0.563,0.329,0.525,0.364,0.276,0.47,0.857,0.045,19,0.158,0.125,0,0,
242,Robert Covington,28,2TM,SF,35,35,1203,0.431,18.9,0.378,0.171,0.094,0.041,0.072,0.622,0.518,0.677,0.412,0.333,0.385,0.378,0.746,0.941,0.039,12,0.12,0.444,0,0,
242,Robert Covington,28,PHI,SF,13,13,440,0.427,19.7,0.342,0.137,0.094,0.034,0.077,0.658,0.5,0.813,0.364,0.25,0.222,0.39,0.9,1,0.043,5,0.065,0,0,0,
242,Robert Covington,28,MIN,SF,22,22,763,0.433,18.1,0.396,0.188,0.094,0.045,0.069,0.604,0.526,0.63,0.435,0.364,0.471,0.372,0.686,0.909,0.037,7,0.149,0.545,0,0,
243,Tristan Thompson,27,CLE,C,43,40,1198,0.529,4.8,1,0.461,0.411,0.108,0.021,0,0.529,0.594,0.506,0.39,0.25,,0.502,,0.1,30,,,0,0,
244,Will Barton,28,DEN,SF,43,38,1189,0.402,15.1,0.574,0.215,0.187,0.093,0.078,0.426,0.447,0.596,0.349,0.395,0.333,0.342,0.458,0.791,0.015,6,0.122,0.375,2,0,
245,Richaun Holmes,25,PHO,C,70,4,1184,0.608,3.5,1,0.633,0.279,0.082,0.005,0,0.608,0.749,0.373,0.367,0,,0.77,,0.277,95,,,0,0,
246,Michael Kidd-Gilchrist,25,CHO,PF,64,3,1179,0.476,9,0.858,0.431,0.238,0.087,0.102,0.142,0.498,0.601,0.405,0.345,0.412,0.34,0.669,1,0.039,12,0.596,0.429,3,0,
247,Wilson Chandler,31,2TM,SF,51,33,1177,0.418,18.1,0.421,0.176,0.114,0.062,0.07,0.579,0.478,0.604,0.387,0.471,0.316,0.373,0.618,0.949,0.011,2,0.291,0.348,0,0,
247,Wilson Chandler,31,PHI,PF,36,32,951,0.44,17.5,0.43,0.193,0.106,0.063,0.068,0.57,0.506,0.625,0.409,0.538,0.286,0.39,0.689,0.978,0.014,2,0.28,0.455,0,0,
247,Wilson Chandler,31,LAC,SF,15,1,226,0.348,18.7,0.394,0.121,0.136,0.061,0.076,0.606,0.385,0.5,0.333,0.25,0.4,0.325,0.3,0.846,0,0,0.325,0.077,0,0,
248,Frank Jackson,20,NOP,PG,61,16,1169,0.434,12.8,0.622,0.333,0.154,0.089,0.045,0.378,0.507,0.658,0.333,0.425,0.15,0.314,0.638,0.887,0.02,9,0.42,0.296,0,0,
249,James Johnson,31,MIA,PF,55,33,1164,0.433,13.2,0.607,0.314,0.187,0.069,0.037,0.393,0.496,0.622,0.408,0.269,0.286,0.336,0.518,0.86,0.069,23,0.282,0.381,3,0,
250,Derrick Jones Jr.,21,MIA,SF,60,14,1153,0.494,9,0.719,0.549,0.139,0.025,0.006,0.281,0.567,0.646,0.289,0.5,0,0.308,0.652,1,0.231,62,0.626,0.368,3,0,
251,Victor Oladipo,26,IND,SG,36,36,1147,0.423,16.2,0.633,0.226,0.082,0.087,0.238,0.367,0.47,0.602,0.188,0.431,0.457,0.343,0.291,0.676,0.036,16,0.083,0.278,1,0,AS
252,Dion Waiters,27,MIA,SG,44,28,1138,0.414,17.8,0.395,0.226,0.056,0.036,0.077,0.605,0.471,0.546,0.407,0.118,0.459,0.377,0.281,0.826,0,0,0.287,0.434,1,0,
253,Allen Crabbe,26,BRK,SG,43,20,1133,0.367,21,0.306,0.08,0.059,0.059,0.107,0.694,0.342,0.633,0.136,0.5,0.15,0.378,0.872,0.99,0,0,0.201,0.519,2,0,
254,Norman Powell,25,TOR,SG,60,3,1126,0.483,13.7,0.575,0.383,0.103,0.038,0.053,0.425,0.543,0.621,0.512,0.267,0.238,0.4,0.552,0.926,0.053,20,0.312,0.472,3,0,
255,Trey Burke,26,2TM,PG,58,8,1125,0.431,14.3,0.71,0.208,0.168,0.168,0.166,0.29,0.463,0.605,0.402,0.359,0.451,0.352,0.139,0.661,0.002,1,0.145,0.348,3,0,
255,Trey Burke,26,NYK,PG,33,7,689,0.413,14.2,0.76,0.209,0.154,0.187,0.209,0.24,0.434,0.573,0.418,0.299,0.427,0.349,0.136,0.6,0.003,1,0.093,0.125,3,0,
255,Trey Burke,26,DAL,PG,25,1,436,0.463,14.4,0.616,0.205,0.195,0.132,0.084,0.384,0.53,0.667,0.378,0.52,0.563,0.356,0.145,0.731,0,0,0.205,0.467,0,0,
256,Lance Stephenson,28,LAL,SG,68,3,1123,0.426,16.6,0.544,0.243,0.083,0.044,0.174,0.456,0.472,0.6,0.278,0.474,0.387,0.371,0.324,0.781,0.014,5,0.269,0.472,4,0,
257,Trey Lyles,23,DEN,PF,64,2,1120,0.418,13.8,0.596,0.263,0.202,0.089,0.042,0.404,0.529,0.731,0.35,0.341,0.524,0.255,0.622,0.941,0.055,25,0.16,0.406,2,0,
258,Tim Frazier,28,2TM,PG,59,19,1120,0.444,14.3,0.613,0.272,0.123,0.126,0.092,0.387,0.494,0.648,0.281,0.455,0.375,0.366,0.392,0.811,0.004,1,0.238,0.458,0,0,
258,Tim Frazier,28,NOP,PG,47,17,909,0.451,14.2,0.605,0.287,0.118,0.118,0.082,0.395,0.517,0.643,0.391,0.478,0.313,0.351,0.443,0.852,0,0,0.247,0.526,0,0,
258,Tim Frazier,28,MIL,PG,12,2,211,0.424,14.5,0.636,0.227,0.136,0.152,0.121,0.364,0.429,0.667,0,0.4,0.5,0.417,0.222,0.7,0.015,1,0.208,0.2,0,0,
259,Wendell Carter Jr.,19,CHI,C,44,44,1110,0.485,8.4,0.914,0.404,0.218,0.186,0.105,0.086,0.513,0.667,0.42,0.377,0.359,0.188,0.776,1,0.124,43,0.406,0.154,0,0,
260,John Wall,28,WAS,PG,32,32,1104,0.444,12.9,0.694,0.377,0.074,0.116,0.127,0.306,0.507,0.62,0.293,0.406,0.386,0.302,0.113,0.784,0.029,14,0.107,0.389,0,0,
261,Jonas Valančiūnas,26,2TM,C,49,27,1091,0.559,7,0.911,0.39,0.375,0.115,0.03,0.089,0.586,0.681,0.545,0.435,0.438,0.292,0.578,1,0.076,39,0.063,0.667,0,0,
261,Jonas Valančiūnas,26,TOR,C,30,10,564,0.575,7.4,0.884,0.367,0.386,0.112,0.019,0.116,0.611,0.684,0.6,0.448,0.4,0.3,0.629,1,0.073,18,0.033,1,0,0,
261,Jonas Valančiūnas,26,MEM,C,19,17,527,0.545,6.6,0.935,0.412,0.366,0.118,0.039,0.065,0.563,0.678,0.49,0.424,0.455,0.278,0.531,1,0.079,21,0.111,0.5,0,0,
262,Ante Žižić,22,CLE,C,59,25,1082,0.553,4.4,1,0.565,0.29,0.103,0.042,0,0.553,0.663,0.406,0.471,0.286,,0.683,,0.082,25,,,0,0,
263,Anthony Tolliver,33,MIN,PF,65,0,1079,0.382,22.1,0.17,0.093,0.039,0.012,0.027,0.83,0.409,0.5,0.2,0,0.571,0.377,0.611,1,0.019,4,0.265,0.351,0,0,
264,Kenrich Williams,24,NOP,SF,46,29,1079,0.384,16.5,0.441,0.283,0.072,0.032,0.054,0.559,0.447,0.582,0.15,0.333,0.2,0.333,0.709,0.923,0.039,9,0.25,0.256,2,0,
265,Devin Harris,35,DAL,PG,68,2,1071,0.38,17.6,0.424,0.21,0.13,0.023,0.061,0.576,0.476,0.589,0.4,0.25,0.333,0.31,0.571,0.871,0,0,0.19,0.316,3,0,
266,Yogi Ferrell,25,SAC,PG,71,3,1067,0.435,16.1,0.577,0.196,0.108,0.148,0.125,0.423,0.488,0.58,0.421,0.423,0.477,0.362,0.263,0.648,0,0,0.148,0.364,3,0,
267,Jonathon Simmons,29,2TM,SG,56,9,1064,0.38,13.2,0.703,0.24,0.257,0.094,0.111,0.297,0.427,0.595,0.367,0.364,0.256,0.269,0.4,0.714,0.043,13,0.231,0.333,3,0,
267,Jonathon Simmons,29,ORL,SG,41,9,845,0.364,13,0.71,0.234,0.262,0.091,0.122,0.29,0.419,0.627,0.347,0.346,0.229,0.229,0.365,0.737,0.045,12,0.229,0.263,2,0,
267,Jonathon Simmons,29,PHI,SF,15,0,219,0.453,13.5,0.672,0.266,0.234,0.109,0.063,0.328,0.465,0.471,0.467,0.429,0.5,0.429,0.55,0.667,0.031,1,0.238,0.6,1,0,
268,Caris LeVert,24,BRK,SF,40,25,1063,0.429,11.7,0.681,0.321,0.242,0.089,0.029,0.319,0.483,0.581,0.41,0.395,0.286,0.312,0.314,0.458,0.035,15,0.091,0.357,0,0,
269,Quinn Cook,25,GSW,PG,74,10,1059,0.465,17.5,0.544,0.157,0.089,0.118,0.18,0.456,0.515,0.609,0.436,0.442,0.519,0.405,0.407,0.815,0.002,0,0.205,0.439,1,0,
270,Nerlens Noel,24,OKC,C,77,2,1055,0.587,4.7,1,0.62,0.188,0.145,0.047,0,0.587,0.725,0.365,0.375,0.308,,0.728,,0.301,76,,,0,0,
271,Ivica Zubac,21,2TM,C,59,37,1040,0.559,3.4,1,0.62,0.322,0.034,0.024,0,0.559,0.651,0.426,0.385,0.222,,0.802,,0.251,82,,,0,0,
271,Ivica Zubac,21,LAL,C,33,12,516,0.58,3.5,1,0.58,0.363,0.036,0.021,0,0.58,0.688,0.471,0.286,0,,0.795,,0.228,38,,,0,0,
271,Ivica Zubac,21,LAC,C,26,25,524,0.538,3.3,1,0.661,0.28,0.032,0.027,0,0.538,0.618,0.365,0.5,0.4,,0.81,,0.274,44,,,0,0,
272,Sterling Brown,23,MIL,SG,58,7,1034,0.465,14,0.529,0.375,0.103,0.026,0.026,0.471,0.558,0.632,0.344,0.625,0.25,0.361,0.674,0.962,0.051,13,0.374,0.527,2,0,
273,Gorgui Dieng,29,MIN,C,76,2,1031,0.501,12.8,0.851,0.279,0.103,0.172,0.297,0.149,0.53,0.695,0.41,0.462,0.455,0.339,0.741,0.947,0.08,28,0.625,0.429,3,0,
274,Nik Stauskas,25,2TM,SG,68,0,1015,0.402,17.8,0.444,0.213,0.05,0.095,0.086,0.556,0.44,0.472,0.294,0.438,0.448,0.372,0.5,0.857,0.03,7,0.218,0.366,1,0,
274,Nik Stauskas,25,POR,SG,44,0,673,0.419,17.7,0.454,0.223,0.039,0.096,0.096,0.546,0.51,0.549,0.333,0.545,0.455,0.344,0.472,0.86,0.035,5,0.176,0.318,1,0,
274,Nik Stauskas,25,CLE,SG,24,0,342,0.367,17.8,0.422,0.193,0.073,0.092,0.064,0.578,0.283,0.286,0.25,0.2,0.429,0.429,0.615,0.852,0.018,2,0.302,0.421,0,0,
275,Alfonzo McKinnie,26,GSW,SF,72,5,1003,0.487,12.9,0.571,0.404,0.091,0.029,0.047,0.429,0.586,0.685,0.32,0.5,0.308,0.356,0.717,1,0.138,33,0.508,0.333,0,0,
276,Tony Parker,36,CHO,PG,56,0,1003,0.46,11.3,0.89,0.305,0.192,0.134,0.259,0.11,0.485,0.582,0.404,0.565,0.392,0.255,0.145,1,0,0,0.157,0.375,2,0,
277,Goran Dragić,32,MIA,PG,36,22,991,0.413,13.8,0.621,0.277,0.145,0.134,0.065,0.379,0.454,0.575,0.365,0.362,0.321,0.348,0.295,0.772,0,0,0.177,0.31,0,0,
278,David Nwaba,26,CLE,SF,51,14,984,0.481,10.1,0.714,0.408,0.24,0.061,0.004,0.286,0.545,0.636,0.397,0.563,0,0.32,0.49,1,0.061,15,0.48,0.361,1,0,
