,,,,,,,,,,% of FGA by Distance,,,,,,FG% by Distance,,,,,,% of FG Ast'd,,Dunks,,Corner 3s,,Heaves,,
Rk,Player,Age,Team,Pos,G,GS,MP,FG%,Dist.,2P,0-3,10-Mar,16-Oct,16-3P,3P,2P,0-3,10-Mar,16-Oct,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards
100,Austin Rivers,26,WAS,SG,29,2,683,0.392,15.7,0.454,0.258,0.165,0.026,0.005,0.546,0.489,0.6,0.375,0,1,0.311,0.233,0.758,0.005,1,0.16,0.353,0,0,
100,Austin Rivers,26,HOU,SG,47,13,1345,0.413,16.8,0.415,0.196,0.183,0.034,0.003,0.585,0.541,0.676,0.42,0.385,1,0.321,0.353,0.648,0.003,1,0.235,0.327,1,0,
101,Dario Šarić,24,2TM,PF,81,41,2023,0.437,15.8,0.536,0.302,0.102,0.045,0.088,0.464,0.499,0.657,0.296,0.226,0.328,0.365,0.742,0.966,0.014,10,0.164,0.321,0,0,
101,Dario Šarić,24,PHI,PF,13,13,396,0.364,17.1,0.47,0.197,0.159,0.023,0.091,0.53,0.435,0.577,0.333,0.333,0.333,0.3,0.815,1,0.015,2,0.1,0.143,0,0,
101,Dario Šarić,24,MIN,PF,68,28,1627,0.454,14.6,0.551,0.326,0.089,0.05,0.087,0.449,0.511,0.668,0.28,0.214,0.327,0.383,0.73,0.959,0.014,8,0.182,0.348,0,0,
102,Serge Ibaka,29,TOR,C,74,51,2010,0.529,11.8,0.807,0.259,0.229,0.152,0.168,0.193,0.586,0.758,0.517,0.474,0.517,0.29,0.788,0.98,0.09,71,0.107,0.333,0,0,
103,Damyean Dotson,24,NYK,SG,73,40,2004,0.415,18.2,0.51,0.165,0.062,0.08,0.203,0.49,0.461,0.591,0.209,0.393,0.458,0.368,0.567,0.881,0.01,4,0.152,0.5,1,0,
104,Jonathan Isaac,21,ORL,PF,75,64,1996,0.429,14.7,0.565,0.296,0.088,0.082,0.098,0.435,0.51,0.641,0.407,0.32,0.367,0.323,0.653,0.988,0.09,48,0.376,0.33,1,0,
105,Lou Williams,32,LAC,SG,75,1,1993,0.425,13.7,0.744,0.221,0.185,0.163,0.176,0.256,0.447,0.578,0.398,0.432,0.35,0.361,0.224,0.581,0.004,4,0.117,0.441,0,0,6MOY-1
106,Josh Jackson,21,PHO,SG,79,29,1988,0.413,11.7,0.732,0.319,0.208,0.096,0.109,0.268,0.445,0.534,0.337,0.42,0.413,0.324,0.478,0.89,0.077,50,0.289,0.277,2,0,
107,Dorian Finney-Smith,25,DAL,SF,81,26,1985,0.432,14.1,0.519,0.364,0.089,0.023,0.044,0.481,0.544,0.641,0.298,0.333,0.348,0.311,0.591,0.962,0.133,60,0.346,0.318,4,0,
108,Jusuf Nurkić,24,POR,C,72,72,1974,0.508,5.7,0.965,0.552,0.262,0.056,0.096,0.035,0.523,0.603,0.417,0.391,0.43,0.103,0.657,1,0.097,68,0.069,0,0,0,
109,Al Horford,32,BOS,C,68,68,1973,0.535,13.3,0.719,0.242,0.207,0.119,0.151,0.281,0.604,0.743,0.54,0.535,0.523,0.36,0.752,1,0.072,47,0.094,0.263,1,0,
110,Monte Morris,23,DEN,PG,82,6,1970,0.493,14,0.677,0.178,0.221,0.171,0.107,0.323,0.531,0.64,0.497,0.517,0.44,0.414,0.456,0.862,0.003,2,0.264,0.45,1,0,6MOY-9
111,Ryan Arcidiacono,24,CHI,PG,81,32,1961,0.447,16.8,0.481,0.172,0.165,0.091,0.053,0.519,0.527,0.597,0.449,0.579,0.455,0.373,0.264,0.864,0,0,0.226,0.469,0,0,
112,Justise Winslow,22,MIA,SF,66,52,1959,0.433,13,0.658,0.251,0.236,0.107,0.064,0.342,0.462,0.569,0.412,0.35,0.417,0.375,0.36,0.979,0.021,16,0.332,0.376,1,0,
113,Bogdan Bogdanović,26,SAC,SG,70,17,1947,0.418,16.2,0.569,0.168,0.18,0.1,0.122,0.431,0.462,0.572,0.413,0.453,0.39,0.36,0.383,0.791,0.005,3,0.105,0.359,3,0,
114,LeBron James,34,LAL,SF,55,55,1937,0.51,12.3,0.701,0.38,0.132,0.077,0.112,0.299,0.582,0.755,0.297,0.417,0.447,0.339,0.34,0.342,0.081,85,0.073,0.292,0,0,"MVP-11,AS,NBA3"
115,Kelly Oubre Jr.,23,2TM,SF,69,19,1935,0.445,13.2,0.599,0.325,0.185,0.053,0.034,0.401,0.53,0.639,0.353,0.489,0.517,0.32,0.558,0.87,0.099,70,0.225,0.316,1,0,
115,Kelly Oubre Jr.,23,WAS,SF,29,7,755,0.433,13.7,0.567,0.298,0.2,0.039,0.03,0.433,0.526,0.626,0.393,0.417,0.556,0.311,0.659,0.951,0.105,29,0.22,0.276,0,0,
115,Kelly Oubre Jr.,23,PHO,SF,40,12,1180,0.453,12.7,0.616,0.341,0.177,0.061,0.037,0.384,0.532,0.645,0.326,0.515,0.5,0.325,0.506,0.821,0.095,41,0.228,0.34,1,0,
116,DeAndre' Bembry,24,ATL,SG,82,15,1931,0.446,9.8,0.719,0.484,0.159,0.06,0.016,0.281,0.508,0.601,0.337,0.324,0.1,0.289,0.484,0.94,0.093,50,0.277,0.271,1,0,
117,Terrance Ferguson,20,OKC,SG,74,74,1931,0.429,18.2,0.327,0.206,0.046,0.028,0.046,0.673,0.56,0.742,0.2,0.333,0.25,0.366,0.873,1,0.065,24,0.514,0.403,0,0,
118,Spencer Dinwiddie,25,BRK,PG,68,4,1914,0.442,14.4,0.553,0.281,0.185,0.064,0.023,0.447,0.528,0.648,0.399,0.453,0.316,0.335,0.165,0.556,0.021,15,0.168,0.403,5,1,6MOY-4
119,Bam Adebayo,21,MIA,C,82,28,1913,0.576,5.2,0.969,0.572,0.243,0.121,0.033,0.031,0.588,0.716,0.415,0.373,0.438,0.2,0.7,0.667,0.257,117,0.267,0,2,0,
120,Jaylen Brown,22,BOS,SG,74,25,1913,0.465,12.8,0.652,0.314,0.17,0.119,0.048,0.348,0.529,0.659,0.4,0.436,0.368,0.344,0.571,0.968,0.061,43,0.246,0.368,0,0,
121,Patty Mills,30,SAS,PG,82,1,1908,0.425,19.5,0.391,0.139,0.057,0.027,0.167,0.609,0.475,0.685,0.395,0.333,0.351,0.394,0.407,0.755,0,0,0.213,0.477,1,0,
122,Avery Bradley,28,2TM,SG,63,63,1905,0.408,17.2,0.597,0.161,0.1,0.074,0.262,0.403,0.446,0.49,0.344,0.4,0.472,0.351,0.611,0.86,0.003,2,0.359,0.386,3,0,
122,Avery Bradley,28,LAC,SG,49,49,1463,0.383,16.6,0.59,0.176,0.105,0.064,0.245,0.41,0.415,0.473,0.318,0.444,0.408,0.337,0.631,0.948,0.005,2,0.436,0.36,2,0,
122,Avery Bradley,28,MEM,SG,14,14,442,0.463,17.9,0.612,0.128,0.09,0.096,0.298,0.388,0.513,0.542,0.412,0.333,0.589,0.384,0.576,0.679,0,0,0.178,0.538,1,0,
123,Ricky Rubio,28,UTA,PG,68,67,1899,0.404,14.6,0.652,0.226,0.129,0.149,0.148,0.348,0.454,0.582,0.383,0.339,0.435,0.311,0.389,0.873,0,0,0.287,0.37,1,0,
124,Paul Millsap,33,DEN,PF,70,65,1895,0.484,10,0.761,0.34,0.295,0.111,0.015,0.239,0.522,0.668,0.408,0.419,0.2,0.365,0.564,1,0.072,43,0.208,0.424,1,1,
125,Rodney Hood,26,2TM,SG,72,49,1893,0.435,16.1,0.648,0.116,0.182,0.164,0.186,0.352,0.478,0.718,0.385,0.464,0.432,0.356,0.404,0.714,0.021,10,0.267,0.429,1,0,
125,Rodney Hood,26,CLE,SG,45,45,1234,0.427,15.8,0.665,0.115,0.189,0.165,0.196,0.335,0.46,0.712,0.36,0.427,0.438,0.362,0.403,0.691,0.018,7,0.283,0.419,1,0,
125,Rodney Hood,26,POR,SG,27,4,659,0.452,16.4,0.613,0.12,0.166,0.161,0.166,0.387,0.519,0.731,0.444,0.543,0.417,0.345,0.406,0.759,0.028,3,0.238,0.45,0,0,
126,Dwyane Wade,37,MIA,SG,72,2,1885,0.433,13,0.728,0.246,0.168,0.203,0.111,0.272,0.472,0.619,0.46,0.379,0.336,0.33,0.333,0.547,0.019,18,0.268,0.429,3,1,"6MOY-7,AS"
127,Malik Beasley,22,DEN,SG,81,18,1879,0.474,16.8,0.45,0.202,0.115,0.064,0.069,0.55,0.56,0.732,0.365,0.553,0.392,0.402,0.758,0.982,0.072,45,0.188,0.461,1,0,6MOY-11
128,Reggie Bullock,27,2TM,SG,63,60,1879,0.412,20.1,0.338,0.111,0.067,0.071,0.089,0.662,0.483,0.606,0.35,0.333,0.547,0.377,0.794,0.953,0.003,2,0.26,0.402,0,0,
128,Reggie Bullock,27,DET,SG,44,44,1355,0.413,20,0.333,0.116,0.077,0.061,0.079,0.667,0.463,0.608,0.294,0.333,0.514,0.388,0.75,0.956,0.005,2,0.238,0.457,0,0,
128,Reggie Bullock,27,LAL,SG,19,16,524,0.412,20.2,0.353,0.098,0.039,0.098,0.118,0.647,0.537,0.6,0.667,0.333,0.611,0.343,0.897,0.941,0,0,0.323,0.281,0,0,
129,Gordon Hayward,28,BOS,PF,72,18,1863,0.466,14.6,0.636,0.231,0.132,0.135,0.137,0.364,0.542,0.653,0.536,0.488,0.414,0.333,0.607,0.87,0.041,24,0.294,0.412,0,0,
130,Chris Paul,33,HOU,PG,58,58,1857,0.419,17.9,0.507,0.081,0.133,0.225,0.068,0.493,0.479,0.586,0.396,0.469,0.551,0.358,0.057,0.252,0,0,0.163,0.345,3,1,
131,Anthony Davis,25,NOP,C,56,56,1850,0.517,9.8,0.859,0.368,0.217,0.153,0.12,0.141,0.547,0.767,0.386,0.408,0.341,0.331,0.618,1,0.16,151,0.062,0.556,1,0,AS
132,Rudy Gay,32,SAS,PF,69,51,1842,0.504,13.2,0.753,0.193,0.225,0.185,0.15,0.247,0.537,0.639,0.446,0.572,0.5,0.402,0.394,0.892,0.058,34,0.315,0.483,3,0,
133,Domantas Sabonis,22,IND,C,74,5,1838,0.59,6.2,0.976,0.491,0.273,0.089,0.123,0.024,0.592,0.741,0.487,0.339,0.407,0.529,0.656,1,0.071,48,0.176,0.333,0,0,6MOY-2
134,Malcolm Brogdon,26,MIL,SG,64,64,1832,0.505,10.8,0.674,0.493,0.111,0.036,0.033,0.326,0.544,0.64,0.217,0.407,0.36,0.426,0.467,0.837,0.009,6,0.197,0.5,0,0,
135,John Collins,21,ATL,PF,61,59,1829,0.56,7.6,0.81,0.543,0.189,0.06,0.018,0.19,0.609,0.734,0.369,0.36,0.2,0.348,0.727,1,0.215,157,0.31,0.49,2,0,
136,Marco Belinelli,32,SAS,SG,79,1,1815,0.413,19.7,0.428,0.112,0.067,0.088,0.161,0.572,0.468,0.584,0.478,0.361,0.441,0.372,0.775,0.844,0.004,2,0.167,0.394,4,0,
137,Kelly Olynyk,27,MIA,PF,79,36,1812,0.463,16.5,0.434,0.246,0.113,0.037,0.037,0.566,0.604,0.719,0.516,0.381,0.333,0.354,0.696,0.982,0.027,14,0.219,0.371,1,0,
138,Landry Shamet,21,2TM,SG,79,27,1802,0.431,20.6,0.289,0.133,0.041,0.048,0.066,0.711,0.453,0.554,0.435,0.37,0.324,0.422,0.74,0.946,0.014,6,0.199,0.456,0,0,
138,Landry Shamet,21,PHI,SG,54,4,1108,0.441,20.5,0.294,0.135,0.046,0.04,0.072,0.706,0.529,0.66,0.438,0.429,0.4,0.404,0.722,0.949,0.02,5,0.184,0.489,0,0,
138,Landry Shamet,21,LAC,SG,25,23,694,0.414,20.6,0.281,0.129,0.033,0.062,0.057,0.719,0.322,0.37,0.429,0.308,0.167,0.45,0.789,0.941,0.005,1,0.225,0.412,0,0,
139,Larry Nance Jr.,26,CLE,C,67,30,1795,0.52,9.5,0.795,0.468,0.154,0.09,0.084,0.205,0.567,0.728,0.351,0.349,0.3,0.337,0.648,0.97,0.196,82,0.173,0.235,1,0,
140,Terry Rozier,24,BOS,PG,79,14,1791,0.387,17,0.494,0.168,0.137,0.098,0.092,0.506,0.422,0.634,0.297,0.369,0.279,0.353,0.36,0.739,0.027,15,0.187,0.413,0,0,
141,Nemanja Bjelica,30,SAC,PF,77,70,1788,0.479,13.5,0.567,0.319,0.199,0.022,0.027,0.433,0.539,0.635,0.441,0.231,0.375,0.401,0.591,0.961,0.032,17,0.187,0.292,0,0,
142,Derrick Favors,27,UTA,C,76,70,1766,0.586,6.6,0.874,0.586,0.16,0.076,0.052,0.126,0.64,0.744,0.444,0.426,0.375,0.218,0.754,1,0.258,146,0.782,0.213,0,0,
143,Fred VanVleet,24,TOR,PG,64,28,1760,0.41,16.6,0.507,0.255,0.08,0.05,0.122,0.493,0.441,0.516,0.333,0.3,0.411,0.378,0.284,0.759,0,0,0.189,0.482,1,0,
144,Brandon Ingram,21,LAL,SF,52,52,1760,0.497,10.1,0.871,0.34,0.185,0.204,0.141,0.129,0.521,0.681,0.437,0.389,0.437,0.33,0.363,0.903,0.063,43,0.415,0.359,0,0,
145,Josh Okogie,20,MIN,SG,74,52,1757,0.386,14,0.577,0.315,0.118,0.057,0.087,0.423,0.464,0.631,0.183,0.414,0.273,0.279,0.654,0.95,0.081,38,0.34,0.315,1,0,ROY-8
146,Darius Miller,28,NOP,SF,69,15,1757,0.39,22.3,0.248,0.031,0.039,0.089,0.089,0.752,0.467,0.667,0.474,0.419,0.442,0.365,0.625,0.932,0.002,1,0.168,0.361,1,0,
147,Langston Galloway,27,DET,SG,80,4,1745,0.388,19.5,0.353,0.099,0.104,0.06,0.09,0.647,0.449,0.517,0.426,0.371,0.453,0.355,0.839,0.985,0,0,0.374,0.415,0,0,
148,Mason Plumlee,28,DEN,C,82,17,1731,0.593,4.6,0.977,0.602,0.283,0.059,0.034,0.023,0.602,0.744,0.36,0.538,0.2,0.2,0.704,1,0.283,117,0.1,0,3,0,
149,Derrick White,24,SAS,PG,67,55,1728,0.479,12.4,0.738,0.262,0.219,0.125,0.133,0.262,0.529,0.655,0.437,0.441,0.514,0.338,0.429,0.833,0.029,15,0.155,0.318,0,0,
150,Jabari Parker,23,2TM,PF,64,17,1724,0.493,11.6,0.74,0.364,0.148,0.088,0.139,0.26,0.556,0.714,0.432,0.409,0.365,0.313,0.484,0.869,0.128,88,0.241,0.383,1,0,
150,Jabari Parker,23,CHI,PF,39,17,1042,0.474,12.2,0.754,0.328,0.147,0.103,0.177,0.246,0.523,0.697,0.426,0.375,0.366,0.325,0.47,0.892,0.108,44,0.281,0.406,0,0,
150,Jabari Parker,23,WAS,PF,25,0,682,0.523,11.1,0.716,0.425,0.151,0.063,0.077,0.284,0.613,0.736,0.442,0.5,0.364,0.296,0.504,0.833,0.161,44,0.185,0.333,1,0,
151,Noah Vonleh,23,NYK,PF,68,57,1722,0.47,11,0.689,0.373,0.255,0.023,0.039,0.311,0.531,0.598,0.473,0.3,0.412,0.336,0.354,0.978,0.111,39,0.124,0.353,0,0,
152,Josh Hart,23,LAL,SG,67,22,1715,0.407,17,0.409,0.261,0.063,0.058,0.028,0.591,0.511,0.661,0.241,0.222,0.308,0.336,0.722,0.924,0.034,16,0.234,0.375,0,0,
153,DeMarre Carroll,32,BRK,PF,67,8,1703,0.395,16.3,0.461,0.203,0.141,0.071,0.045,0.539,0.457,0.615,0.346,0.293,0.346,0.342,0.62,0.962,0.005,3,0.303,0.362,0,0,
154,Delon Wright,26,2TM,PG,75,13,1699,0.434,10.8,0.699,0.401,0.206,0.065,0.027,0.301,0.492,0.616,0.357,0.25,0.267,0.298,0.323,0.76,0.023,13,0.22,0.405,5,0,
154,Delon Wright,26,TOR,PG,49,2,897,0.433,10.9,0.693,0.372,0.242,0.051,0.027,0.307,0.478,0.587,0.394,0.2,0.25,0.333,0.32,0.733,0.027,8,0.222,0.5,1,0,
154,Delon Wright,26,MEM,PG,26,11,802,0.434,10.8,0.706,0.434,0.166,0.079,0.026,0.294,0.508,0.643,0.295,0.286,0.286,0.256,0.326,0.8,0.019,5,0.218,0.294,4,0,
155,Miles Bridges,20,CHO,SF,80,25,1696,0.464,12.8,0.609,0.411,0.121,0.033,0.043,0.391,0.553,0.671,0.306,0.353,0.273,0.325,0.773,0.954,0.164,71,0.38,0.395,8,0,
156,Taj Gibson,33,MIN,PF,70,57,1686,0.566,5.9,0.937,0.547,0.248,0.069,0.073,0.063,0.583,0.69,0.421,0.405,0.487,0.324,0.669,1,0.104,55,0.765,0.385,1,0,
157,Otto Porter Jr.,25,2TM,SF,56,43,1683,0.465,16.9,0.602,0.152,0.109,0.149,0.191,0.398,0.504,0.663,0.571,0.458,0.374,0.406,0.605,0.875,0.009,6,0.27,0.42,0,0,
157,Otto Porter Jr.,25,WAS,SF,41,28,1191,0.457,16.3,0.602,0.172,0.106,0.152,0.172,0.398,0.515,0.684,0.596,0.448,0.355,0.369,0.642,0.923,0.009,4,0.313,0.4,0,0,
157,Otto Porter Jr.,25,CHI,SF,15,15,492,0.483,17.5,0.602,0.109,0.114,0.144,0.234,0.398,0.479,0.591,0.522,0.483,0.404,0.488,0.517,0.795,0.01,2,0.175,0.5,0,0,
158,Lauri Markkanen,21,CHI,PF,52,51,1682,0.43,15,0.582,0.224,0.18,0.101,0.078,0.418,0.479,0.624,0.434,0.325,0.371,0.361,0.527,0.975,0.04,31,0.114,0.368,2,0,
159,Hassan Whiteside,29,MIA,C,72,53,1674,0.571,4.8,0.976,0.529,0.337,0.076,0.034,0.024,0.581,0.697,0.476,0.308,0.435,0.125,0.614,1,0.231,151,0.5,0.125,0,0,
160,Royce O'Neale,25,UTA,SF,82,16,1671,0.475,14.9,0.487,0.332,0.108,0.035,0.012,0.513,0.569,0.702,0.27,0.25,0.5,0.386,0.747,0.985,0.09,22,0.42,0.365,5,0,
161,JaVale McGee,31,LAL,C,75,62,1671,0.624,4,0.981,0.637,0.262,0.058,0.025,0.019,0.634,0.762,0.399,0.351,0.5,0.083,0.779,1,0.337,201,0.083,0,1,0,
162,Dwight Powell,27,DAL,C,77,22,1662,0.597,8.6,0.739,0.578,0.123,0.014,0.023,0.261,0.699,0.797,0.417,0.143,0.091,0.307,0.841,1,0.216,99,0.087,0.364,0,0,
163,Kent Bazemore,29,ATL,SG,67,35,1643,0.402,15,0.566,0.279,0.109,0.078,0.1,0.434,0.465,0.611,0.213,0.296,0.464,0.32,0.478,0.844,0.023,15,0.353,0.34,4,0,
164,Enes Freedom,26,2TM,C,67,31,1640,0.549,4.5,0.95,0.66,0.202,0.059,0.029,0.05,0.562,0.661,0.348,0.3,0.35,0.294,0.499,0.9,0.038,22,0.029,1,0,0,
164,Enes Freedom,26,NYK,C,44,23,1128,0.536,4.9,0.953,0.615,0.241,0.06,0.036,0.047,0.547,0.677,0.31,0.25,0.412,0.318,0.492,0.857,0.028,12,0.045,1,0,0,
164,Enes Freedom,26,POR,C,23,8,512,0.577,4.1,0.944,0.758,0.116,0.056,0.014,0.056,0.596,0.632,0.52,0.417,0,0.25,0.512,1,0.06,10,0,,0,0,
165,Gary Harris,24,DEN,SG,57,48,1639,0.424,13.6,0.62,0.295,0.155,0.088,0.082,0.38,0.476,0.617,0.323,0.446,0.288,0.339,0.606,0.89,0.052,27,0.256,0.371,1,0,
166,Dāvis Bertāns,26,SAS,PF,76,12,1632,0.45,21.8,0.254,0.073,0.071,0.057,0.053,0.746,0.513,0.758,0.344,0.5,0.417,0.429,0.831,0.986,0.02,8,0.139,0.596,3,0,6MOY-11
167,Justin Jackson,23,2TM,SF,81,14,1614,0.447,16.1,0.495,0.155,0.179,0.115,0.045,0.505,0.542,0.8,0.46,0.393,0.364,0.355,0.777,0.966,0.01,5,0.355,0.391,2,0,
167,Justin Jackson,23,SAC,SF,52,3,1083,0.424,17.4,0.461,0.115,0.163,0.119,0.064,0.539,0.515,0.824,0.396,0.457,0.368,0.346,0.743,0.964,0.01,3,0.358,0.404,1,0,
167,Justin Jackson,23,DAL,SF,29,11,531,0.484,14.8,0.547,0.216,0.205,0.111,0.016,0.453,0.577,0.78,0.538,0.286,0.333,0.372,0.817,0.969,0.011,2,0.349,0.367,1,0,
168,Dewayne Dedmon,29,ATL,C,64,52,1609,0.492,13.3,0.587,0.35,0.133,0.061,0.044,0.413,0.57,0.701,0.386,0.375,0.348,0.382,0.801,0.976,0.127,62,0.3,0.446,0,0,
169,Emmanuel Mudiay,22,NYK,PG,59,42,1607,0.446,12.7,0.716,0.322,0.115,0.169,0.111,0.284,0.492,0.538,0.388,0.488,0.476,0.329,0.226,0.855,0.015,10,0.157,0.424,0,0,
170,Robin Lopez,30,CHI,C,74,36,1606,0.568,6.3,0.942,0.37,0.469,0.05,0.052,0.058,0.589,0.712,0.538,0.519,0.25,0.226,0.569,1,0.079,38,0.032,0,0,0,
171,Evan Turner,30,POR,PG,73,2,1605,0.46,10.2,0.883,0.305,0.205,0.228,0.144,0.117,0.494,0.659,0.33,0.465,0.422,0.212,0.306,1,0.02,9,0.346,0.222,0,0,
172,Jalen Brunson,22,DAL,PG,73,38,1591,0.467,13.3,0.68,0.218,0.225,0.161,0.076,0.32,0.523,0.707,0.441,0.451,0.395,0.348,0.338,0.762,0.009,4,0.293,0.302,0,0,
173,Andre Iguodala,35,GSW,SF,68,13,1578,0.5,14.9,0.523,0.344,0.05,0.056,0.073,0.477,0.652,0.856,0.2,0.294,0.273,0.333,0.757,0.958,0.228,69,0.41,0.407,1,0,6MOY-10
174,Marvin Bagley III,19,SAC,PF,62,4,1567,0.504,8.7,0.864,0.363,0.31,0.126,0.065,0.136,0.534,0.691,0.434,0.393,0.413,0.313,0.515,0.9,0.112,75,0.219,0.19,1,0,ROY-7
175,Tyus Jones,22,MIN,PG,68,23,1560,0.415,13.2,0.717,0.213,0.222,0.173,0.11,0.283,0.453,0.558,0.455,0.364,0.388,0.317,0.228,0.65,0,0,0.214,0.407,1,0,
176,Taurean Prince,24,ATL,SF,55,47,1552,0.441,17,0.47,0.173,0.118,0.109,0.069,0.53,0.498,0.689,0.371,0.4,0.39,0.39,0.453,0.854,0.019,10,0.346,0.413,3,0,
177,Rodney McGruder,27,MIA,SG,66,45,1550,0.403,15.2,0.512,0.197,0.217,0.082,0.015,0.488,0.453,0.582,0.4,0.316,0.286,0.351,0.43,0.937,0.013,5,0.342,0.364,1,0,
178,Alex Len,25,ATL,C,77,31,1544,0.494,10,0.685,0.503,0.122,0.032,0.028,0.315,0.554,0.638,0.342,0.333,0.222,0.363,0.72,0.986,0.215,120,0.48,0.378,1,0,
179,Tyler Johnson,26,2TM,PG,57,22,1529,0.413,15.9,0.506,0.181,0.175,0.093,0.057,0.494,0.477,0.642,0.446,0.367,0.233,0.346,0.567,0.956,0.011,5,0.185,0.271,0,0,
179,Tyler Johnson,26,MIA,PG,44,10,1123,0.426,16.5,0.491,0.182,0.172,0.082,0.055,0.509,0.503,0.644,0.493,0.394,0.227,0.353,0.606,0.986,0.01,3,0.147,0.3,0,0,
179,Tyler Johnson,26,PHO,PG,13,12,406,0.368,15.2,0.552,0.176,0.184,0.128,0.064,0.448,0.406,0.636,0.304,0.313,0.25,0.321,0.429,0.833,0.016,2,0.321,0.222,0,0,
180,Jaren Jackson Jr.,19,MEM,PF,58,56,1515,0.506,9.9,0.759,0.326,0.334,0.08,0.019,0.241,0.553,0.729,0.426,0.426,0.273,0.359,0.636,0.941,0.102,57,0.246,0.2,0,0,ROY-4
181,Dennis Smith Jr.,21,2TM,PG,53,50,1508,0.428,12.7,0.68,0.385,0.102,0.068,0.126,0.32,0.477,0.584,0.303,0.364,0.354,0.322,0.251,0.642,0.051,31,0.087,0.333,1,0,
181,Dennis Smith Jr.,21,DAL,PG,32,32,908,0.44,13,0.65,0.375,0.101,0.067,0.106,0.35,0.491,0.59,0.333,0.333,0.395,0.344,0.281,0.721,0.062,21,0.096,0.5,0,0,
181,Dennis Smith Jr.,21,NYK,PG,21,18,600,0.413,12.3,0.717,0.396,0.102,0.068,0.15,0.283,0.462,0.578,0.267,0.4,0.318,0.289,0.216,0.5,0.038,10,0.072,0,1,0,
182,Torrey Craig,28,DEN,SF,75,37,1503,0.442,14.5,0.481,0.326,0.105,0.03,0.019,0.519,0.569,0.703,0.289,0.364,0.143,0.324,0.697,0.934,0.086,27,0.388,0.37,0,0,
183,Maxi Kleber,27,DAL,PF,71,18,1502,0.453,16.3,0.435,0.241,0.104,0.06,0.031,0.565,0.583,0.699,0.475,0.391,0.417,0.353,0.724,1,0.114,42,0.317,0.304,0,0,
184,Thomas Bryant,21,WAS,C,72,53,1496,0.616,9,0.803,0.51,0.145,0.058,0.09,0.197,0.685,0.82,0.466,0.414,0.444,0.333,0.783,0.97,0.249,117,0.101,0.2,0,0,
185,Kevon Looney,22,GSW,C,80,24,1481,0.625,4.7,0.971,0.709,0.133,0.035,0.095,0.029,0.641,0.724,0.304,0.583,0.515,0.1,0.704,1,0.314,105,0.4,0,1,0,
186,Iman Shumpert,28,2TM,SG,62,41,1481,0.374,20.4,0.388,0.117,0.031,0.065,0.175,0.612,0.416,0.654,0.214,0.241,0.359,0.348,0.542,0.895,0.002,1,0.304,0.373,1,0,
186,Iman Shumpert,28,SAC,SG,42,40,1099,0.382,19.6,0.42,0.121,0.034,0.072,0.193,0.58,0.404,0.667,0.167,0.28,0.328,0.366,0.542,0.878,0.003,1,0.287,0.379,1,0,
186,Iman Shumpert,28,HOU,SG,20,1,382,0.347,21.2,0.276,0.102,0.02,0.041,0.112,0.724,0.481,0.6,0.5,0,0.545,0.296,0.538,0.952,0,0,0.352,0.36,0,0,
187,Gerald Green,33,HOU,SG,73,0,1473,0.4,20.9,0.237,0.097,0.064,0.04,0.036,0.763,0.547,0.75,0.486,0.261,0.429,0.354,0.68,0.91,0.021,10,0.313,0.413,1,0,
188,T.J. McConnell,26,PHI,PG,76,3,1470,0.525,10.9,0.9,0.232,0.217,0.313,0.138,0.1,0.546,0.691,0.495,0.481,0.534,0.333,0.403,1,0,0,0.548,0.348,0,0,
189,E'Twaun Moore,29,NOP,SG,53,36,1463,0.481,13.3,0.669,0.211,0.256,0.13,0.073,0.331,0.506,0.652,0.463,0.449,0.333,0.432,0.694,0.921,0.002,0,0.324,0.333,0,0,
190,Allonzo Trier,23,NYK,SG,64,3,1459,0.448,12.2,0.745,0.382,0.069,0.118,0.176,0.255,0.466,0.586,0.222,0.361,0.374,0.394,0.267,0.635,0.017,8,0.159,0.333,0,0,
191,Bruce Brown,22,DET,SG,74,56,1449,0.398,10.2,0.704,0.404,0.261,0.025,0.013,0.296,0.457,0.567,0.305,0.375,0.25,0.258,0.614,0.958,0.073,16,0.452,0.357,3,0,
192,Ed Davis,29,BRK,C,81,1,1446,0.616,2.3,0.993,0.798,0.189,0.003,0.003,0.007,0.62,0.689,0.351,0,0,0,0.602,,0.152,42,0,,0,0,6MOY-11
193,Wayne Selden,24,2TM,SG,75,13,1439,0.406,14.1,0.64,0.226,0.182,0.139,0.093,0.36,0.456,0.55,0.375,0.403,0.467,0.316,0.489,0.873,0.041,17,0.241,0.405,0,0,
193,Wayne Selden,24,MEM,SG,32,0,455,0.404,13.9,0.609,0.273,0.137,0.124,0.075,0.391,0.459,0.568,0.409,0.35,0.333,0.317,0.511,0.9,0.068,8,0.254,0.563,0,0,
193,Wayne Selden,24,CHI,SG,43,13,984,0.407,14.2,0.655,0.202,0.205,0.146,0.102,0.345,0.455,0.538,0.364,0.426,0.515,0.315,0.479,0.857,0.028,9,0.234,0.308,0,0,
194,Luke Kennard,22,DET,SG,63,10,1437,0.438,18.9,0.483,0.1,0.106,0.108,0.169,0.517,0.486,0.673,0.455,0.464,0.409,0.394,0.475,0.887,0.002,1,0.178,0.438,2,0,
